"","County.Code","District.Code","School.Code","Charter.Number","Test.Year","Subgroup.ID","Test.Type","CAPA.Assessment.Level","Total.STAR.Enrollment","Total.Tested.At.Entity.Level","Total.Tested.At.Subgroup.Level","Grade","Test.Id","STAR.Reported.Enrollment.CAPA.Eligible","Students.Tested","Percent.Tested","Mean.Scale.Score","Percentage.Advanced","Percentage.Proficient","Percentage.At.Or.Above.Proficient","Percentage.Basic","Percentage.Below.Basic","Percentage.Far.Below.Basic","Students.with.Scores","CMA.STS.Average.Percent.Correct","School.Name","District.Name","County.Name","Zip.Code"
"10516",38,10389,3830361,0,2011,142,"C",0,84,80,19,9,7,36,11,30.6,"269.7","","","0","","","",10,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10550",38,10389,3830361,0,2011,160,"C",0,84,80,19,9,7,36,11,30.6,"269.7","","","0","","","",10,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10596",38,10389,3830361,0,2011,180,"C",0,84,80,50,9,20,36,16,44.4,"262.2","","","0","","","",14,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10597",38,10389,3830361,0,2011,180,"C",0,84,80,50,9,9,36,18,50,"251.9","","","0","","","",17,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10598",38,10389,3830361,0,2011,180,"C",0,84,80,50,9,18,36,16,44.4,"231.1","","","0","","","",13,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10599",38,10389,3830361,0,2011,180,"C",0,84,80,50,9,7,36,18,50,"262.0","","","0","","","",17,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10600",38,10389,3830361,0,2011,180,"C",0,84,80,50,10,18,29,14,48.3,"229.5","","","0","","","",12,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10601",38,10389,3830361,0,2011,180,"C",0,84,80,50,10,9,29,17,58.6,"236.1","","","0","","","",17,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10602",38,10389,3830361,0,2011,180,"C",0,84,80,50,10,20,29,15,51.7,"266.5","","","0","","","",12,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10603",38,10389,3830361,0,2011,180,"C",0,84,80,50,10,32,29,15,51.7,"233.4","","","0","","","",10,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10604",38,10389,3830361,0,2011,180,"C",0,84,80,50,10,7,29,18,62.1,"251.1","","","6","","","",16,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10606",38,10389,3830361,0,2011,180,"C",0,84,80,50,11,20,18,11,61.1,"278.1","","","0","","","",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10608",38,10389,3830361,0,2011,180,"C",0,84,80,50,11,9,18,11,61.1,"257.2","","","0","","","",11,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10648",38,10389,3830361,0,2011,204,"C",0,84,80,17,9,7,36,11,30.6,"259.1","","","0","","","",10,"","San Francisco Court","San Francisco County Office of Education","San Francisco",94127
"10766",38,10389,3830395,0,2011,1,"C",0,51,49,49,9,28,19,14,73.7,"298.6","0","38","38","13","13","38",8,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10769",38,10389,3830395,0,2011,1,"C",0,51,49,49,9,18,19,12,63.2,"249.0","0","0","0","9","9","82",11,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10770",38,10389,3830395,0,2011,1,"C",0,51,49,49,9,7,19,15,78.9,"295.3","0","25","25","33","0","42",12,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10771",38,10389,3830395,0,2011,1,"C",0,51,49,49,10,7,19,14,73.7,"262.0","0","0","0","10","50","40",10,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10779",38,10389,3830395,0,2011,1,"C",0,51,49,49,11,19,12,12,100,"281.8","0","0","0","33","25","42",12,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10786",38,10389,3830395,0,2011,4,"C",0,51,49,48,9,28,19,14,73.7,"298.6","","","38","","","",8,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10789",38,10389,3830395,0,2011,4,"C",0,51,49,48,9,18,19,12,63.2,"249.0","","","0","","","",11,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10790",38,10389,3830395,0,2011,4,"C",0,51,49,48,9,7,19,15,78.9,"295.3","","","25","","","",12,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10792",38,10389,3830395,0,2011,4,"C",0,51,49,48,10,7,19,13,68.4,"261.6","","","0","","","",9,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10798",38,10389,3830395,0,2011,4,"C",0,51,49,48,11,19,12,12,100,"281.8","","","0","","","",12,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10857",38,10389,3830395,0,2011,31,"C",0,51,49,40,9,28,19,11,57.9,"304.4","","","40","","","",5,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10863",38,10389,3830395,0,2011,31,"C",0,51,49,40,10,7,19,12,63.2,"267.4","","","0","","","",9,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10895",38,10389,3830395,0,2011,78,"C",0,51,49,34,9,28,19,11,57.9,"296.5","","","33","","","",6,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10897",38,10389,3830395,0,2011,78,"C",0,51,49,34,9,7,19,13,68.4,"285.5","","","20","","","",10,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10959",38,10389,3830395,0,2011,99,"C",0,51,49,42,9,28,19,11,57.9,"286.4","","","29","","","",7,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10962",38,10389,3830395,0,2011,99,"C",0,51,49,42,9,7,19,13,68.4,"286.8","","","18","","","",11,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10965",38,10389,3830395,0,2011,99,"C",0,51,49,42,10,7,19,12,63.2,"262.3","","","0","","","",8,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"10968",38,10389,3830395,0,2011,99,"C",0,51,49,42,11,19,12,11,91.7,"284.2","","","0","","","",11,"","San Francisco Co. Opportunity","San Francisco County Office of Education","San Francisco",94103
"11179",38,10389,3830445,0,2011,1,"C",0,178,119,119,7,8,13,11,84.6,"312.4","0","36","36","9","27","27",11,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11181",38,10389,3830445,0,2011,1,"C",0,178,119,119,8,32,23,12,52.2,"257.5","20","0","20","0","20","60",10,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11182",38,10389,3830445,0,2011,1,"C",0,178,119,119,8,7,23,15,65.2,"273.4","7","0","7","14","21","57",14,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11184",38,10389,3830445,0,2011,1,"C",0,178,119,119,8,29,23,16,69.6,"251.0","7","0","7","7","7","79",14,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11186",38,10389,3830445,0,2011,1,"C",0,178,119,119,9,9,63,23,36.5,"248.5","0","0","0","0","50","50",22,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11187",38,10389,3830445,0,2011,1,"C",0,178,119,119,9,7,63,26,41.3,"276.8","0","0","0","32","28","40",25,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11188",38,10389,3830445,0,2011,1,"C",0,178,119,119,9,20,63,23,36.5,"261.3","0","0","0","9","26","65",23,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11189",38,10389,3830445,0,2011,1,"C",0,178,119,119,9,18,63,25,39.7,"234.4","0","0","0","0","17","83",23,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11190",38,10389,3830445,0,2011,1,"C",0,178,119,119,10,18,42,14,33.3,"239.1","0","0","0","0","8","92",13,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11192",38,10389,3830445,0,2011,1,"C",0,178,119,119,10,20,42,15,35.7,"276.5","0","7","7","13","20","60",15,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11193",38,10389,3830445,0,2011,1,"C",0,178,119,119,10,32,42,22,52.4,"282.4","5","5","10","25","10","55",20,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11194",38,10389,3830445,0,2011,1,"C",0,178,119,119,10,7,42,28,66.7,"270.0","0","4","4","15","35","46",26,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11195",38,10389,3830445,0,2011,1,"C",0,178,119,119,10,9,42,19,45.2,"252.2","0","0","0","11","39","50",18,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11227",38,10389,3830445,0,2011,3,"C",0,178,119,71,8,29,23,11,47.8,"248.6","","","0","","","",9,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11229",38,10389,3830445,0,2011,3,"C",0,178,119,71,9,9,63,15,23.8,"250.5","","","0","","","",14,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11230",38,10389,3830445,0,2011,3,"C",0,178,119,71,9,7,63,16,25.4,"269.3","","","0","","","",15,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11231",38,10389,3830445,0,2011,3,"C",0,178,119,71,9,20,63,16,25.4,"257.4","","","0","","","",16,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11232",38,10389,3830445,0,2011,3,"C",0,178,119,71,9,18,63,16,25.4,"230.8","","","0","","","",16,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11235",38,10389,3830445,0,2011,3,"C",0,178,119,71,10,32,42,11,26.2,"302.8","","","20","","","",10,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11236",38,10389,3830445,0,2011,3,"C",0,178,119,71,10,7,42,14,33.3,"263.2","","","8","","","",13,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11280",38,10389,3830445,0,2011,4,"C",0,178,119,48,10,7,42,14,33.3,"276.7","","","0","","","",13,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11281",38,10389,3830445,0,2011,4,"C",0,178,119,48,10,9,42,12,28.6,"251.2","","","0","","","",11,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11284",38,10389,3830445,0,2011,4,"C",0,178,119,48,10,32,42,11,26.2,"262.0","","","0","","","",10,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11311",38,10389,3830445,0,2011,6,"C",0,178,119,95,8,7,23,13,56.5,"272.1","","","8","","","",12,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11312",38,10389,3830445,0,2011,6,"C",0,178,119,95,8,29,23,14,60.9,"252.8","","","8","","","",12,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11314",38,10389,3830445,0,2011,6,"C",0,178,119,95,8,32,23,11,47.8,"261.4","","","22","","","",9,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11316",38,10389,3830445,0,2011,6,"C",0,178,119,95,9,9,63,18,28.6,"250.7","","","0","","","",18,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11317",38,10389,3830445,0,2011,6,"C",0,178,119,95,9,20,63,18,28.6,"267.2","","","0","","","",18,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11318",38,10389,3830445,0,2011,6,"C",0,178,119,95,9,18,63,21,33.3,"238.6","","","0","","","",19,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11319",38,10389,3830445,0,2011,6,"C",0,178,119,95,9,7,63,20,31.7,"283.7","","","0","","","",19,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11320",38,10389,3830445,0,2011,6,"C",0,178,119,95,10,7,42,21,50,"264.6","","","0","","","",19,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11321",38,10389,3830445,0,2011,6,"C",0,178,119,95,10,18,42,11,26.2,"240.6","","","0","","","",10,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11322",38,10389,3830445,0,2011,6,"C",0,178,119,95,10,20,42,11,26.2,"284.0","","","9","","","",11,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11323",38,10389,3830445,0,2011,6,"C",0,178,119,95,10,32,42,16,38.1,"282.7","","","14","","","",14,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11324",38,10389,3830445,0,2011,6,"C",0,178,119,95,10,9,42,13,31,"250.6","","","0","","","",12,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11417",38,10389,3830445,0,2011,31,"C",0,178,119,81,8,32,23,11,47.8,"229.0","","","11","","","",9,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11419",38,10389,3830445,0,2011,31,"C",0,178,119,81,8,7,23,13,56.5,"255.5","","","0","","","",13,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11420",38,10389,3830445,0,2011,31,"C",0,178,119,81,8,29,23,15,65.2,"238.5","","","0","","","",13,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11421",38,10389,3830445,0,2011,31,"C",0,178,119,81,9,7,63,18,28.6,"265.5","","","0","","","",17,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11422",38,10389,3830445,0,2011,31,"C",0,178,119,81,9,9,63,16,25.4,"246.3","","","0","","","",15,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11423",38,10389,3830445,0,2011,31,"C",0,178,119,81,9,20,63,15,23.8,"257.0","","","0","","","",15,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11424",38,10389,3830445,0,2011,31,"C",0,178,119,81,9,18,63,18,28.6,"228.4","","","0","","","",17,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11427",38,10389,3830445,0,2011,31,"C",0,178,119,81,10,9,42,11,26.2,"256.3","","","0","","","",10,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11428",38,10389,3830445,0,2011,31,"C",0,178,119,81,10,32,42,15,35.7,"279.6","","","8","","","",13,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11430",38,10389,3830445,0,2011,31,"C",0,178,119,81,10,7,42,18,42.9,"270.5","","","6","","","",17,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11467",38,10389,3830445,0,2011,74,"C",0,178,119,49,10,7,42,11,26.2,"253.3","","","0","","","",11,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11541",38,10389,3830445,0,2011,78,"C",0,178,119,37,10,7,42,13,31,"277.0","","","8","","","",12,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11701",38,10389,3830445,0,2011,99,"C",0,178,119,99,8,7,23,11,47.8,"281.2","","","10","","","",10,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11705",38,10389,3830445,0,2011,99,"C",0,178,119,99,9,9,63,22,34.9,"249.6","","","0","","","",21,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11706",38,10389,3830445,0,2011,99,"C",0,178,119,99,9,20,63,19,30.2,"263.8","","","0","","","",19,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11707",38,10389,3830445,0,2011,99,"C",0,178,119,99,9,18,63,20,31.7,"236.9","","","0","","","",19,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11708",38,10389,3830445,0,2011,99,"C",0,178,119,99,9,7,63,23,36.5,"281.9","","","0","","","",22,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11709",38,10389,3830445,0,2011,99,"C",0,178,119,99,10,7,42,26,61.9,"271.9","","","4","","","",24,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11711",38,10389,3830445,0,2011,99,"C",0,178,119,99,10,20,42,12,28.6,"277.8","","","8","","","",12,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11712",38,10389,3830445,0,2011,99,"C",0,178,119,99,10,9,42,19,45.2,"252.2","","","0","","","",18,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11714",38,10389,3830445,0,2011,99,"C",0,178,119,99,10,32,42,21,50,"282.4","","","10","","","",20,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
"11778",38,10389,3830445,0,2011,121,"C",0,178,119,56,9,18,63,11,17.5,"235.0","","","0","","","",10,"","Civic Center Sec.","San Francisco County Office of Education","San Francisco",94102
