"","County.Code","District.Code","School.Code","Charter.Number","Test.Year","Subgroup.ID","Test.Type","CAPA.Assessment.Level","Total.STAR.Enrollment","Total.Tested.At.Entity.Level","Total.Tested.At.Subgroup.Level","Grade","Test.Id","STAR.Reported.Enrollment.CAPA.Eligible","Students.Tested","Percent.Tested","Mean.Scale.Score","Percentage.Advanced","Percentage.Proficient","Percentage.At.Or.Above.Proficient","Percentage.Basic","Percentage.Below.Basic","Percentage.Far.Below.Basic","Students.with.Scores","School.Name","District.Name","County.Name","Zip.Code"
"10208",21,65318,6024160,0,2013,226,"C",0,272,272,206,3,7,65,50,76.9,"403.3","","","78","","","",50,"Dixie Elementary","Dixie Elementary","Marin",94903
"10209",21,65318,6024160,0,2013,226,"C",0,272,272,206,4,7,73,45,61.6,"429.6","","","96","","","",45,"Dixie Elementary","Dixie Elementary","Marin",94903
"10210",21,65318,6024160,0,2013,226,"C",0,272,272,206,4,8,73,44,60.3,"451.5","","","95","","","",44,"Dixie Elementary","Dixie Elementary","Marin",94903
"10211",21,65318,6024160,0,2013,226,"C",0,272,272,206,5,7,77,56,72.7,"411.9","","","96","","","",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"10212",21,65318,6024160,0,2013,226,"C",0,272,272,206,5,32,77,56,72.7,"421.8","","","88","","","",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"10213",21,65318,6024160,0,2013,226,"C",0,272,272,206,5,8,77,56,72.7,"479.7","","","96","","","",56,"Dixie Elementary","Dixie Elementary","Marin",94903
"10224",21,65318,6024194,0,2013,1,"C",0,289,289,289,2,7,64,64,100,"390.3","47","28","75","16","9","0",64,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10225",21,65318,6024194,0,2013,1,"C",0,289,289,289,2,8,64,64,100,"429.0","61","25","86","13","2","0",64,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10226",21,65318,6024194,0,2013,1,"C",0,289,289,289,3,7,64,63,98.4,"372.5","27","48","75","16","6","3",63,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10227",21,65318,6024194,0,2013,1,"C",0,289,289,289,3,8,64,64,100,"417.5","45","33","78","16","3","3",64,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10228",21,65318,6024194,0,2013,1,"C",0,289,289,289,4,8,85,83,97.6,"403.2","55","30","86","10","5","0",83,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10229",21,65318,6024194,0,2013,1,"C",0,289,289,289,4,7,85,83,97.6,"405.7","69","17","86","11","1","2",83,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10230",21,65318,6024194,0,2013,1,"C",0,289,289,289,5,7,76,75,98.7,"381.7","40","40","80","16","3","1",75,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10231",21,65318,6024194,0,2013,1,"C",0,289,289,289,5,32,76,75,98.7,"385.9","33","43","76","16","4","4",75,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10232",21,65318,6024194,0,2013,1,"C",0,289,289,289,5,8,76,76,100,"438.0","53","28","80","18","0","1",76,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10240",21,65318,6024194,0,2013,3,"C",0,289,289,132,2,8,64,31,48.4,"444.7","","","90","","","",31,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10241",21,65318,6024194,0,2013,3,"C",0,289,289,132,2,7,64,31,48.4,"396.1","","","77","","","",31,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10242",21,65318,6024194,0,2013,3,"C",0,289,289,132,3,7,64,31,48.4,"364.2","","","65","","","",31,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10243",21,65318,6024194,0,2013,3,"C",0,289,289,132,3,8,64,32,50,"422.4","","","81","","","",32,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10244",21,65318,6024194,0,2013,3,"C",0,289,289,132,4,7,85,33,38.8,"394.3","","","76","","","",33,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10245",21,65318,6024194,0,2013,3,"C",0,289,289,132,4,8,85,33,38.8,"405.9","","","82","","","",33,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10246",21,65318,6024194,0,2013,3,"C",0,289,289,132,5,8,76,35,46.1,"462.7","","","91","","","",35,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10247",21,65318,6024194,0,2013,3,"C",0,289,289,132,5,32,76,35,46.1,"393.5","","","80","","","",35,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10248",21,65318,6024194,0,2013,3,"C",0,289,289,132,5,7,76,35,46.1,"379.6","","","74","","","",35,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10252",21,65318,6024194,0,2013,4,"C",0,289,289,157,2,7,64,33,51.6,"384.9","","","73","","","",33,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10253",21,65318,6024194,0,2013,4,"C",0,289,289,157,2,8,64,33,51.6,"414.1","","","82","","","",33,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10254",21,65318,6024194,0,2013,4,"C",0,289,289,157,3,7,64,32,50,"380.6","","","84","","","",32,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10255",21,65318,6024194,0,2013,4,"C",0,289,289,157,3,8,64,32,50,"412.6","","","75","","","",32,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10256",21,65318,6024194,0,2013,4,"C",0,289,289,157,4,7,85,50,58.8,"413.2","","","92","","","",50,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10257",21,65318,6024194,0,2013,4,"C",0,289,289,157,4,8,85,50,58.8,"401.3","","","88","","","",50,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10258",21,65318,6024194,0,2013,4,"C",0,289,289,157,5,7,76,40,52.6,"383.6","","","85","","","",40,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10259",21,65318,6024194,0,2013,4,"C",0,289,289,157,5,32,76,40,52.6,"379.3","","","73","","","",40,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10260",21,65318,6024194,0,2013,4,"C",0,289,289,157,5,8,76,41,53.9,"416.9","","","71","","","",41,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10267",21,65318,6024194,0,2013,6,"C",0,289,289,258,2,7,64,54,84.4,"401.4","","","83","","","",54,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10268",21,65318,6024194,0,2013,6,"C",0,289,289,258,2,8,64,54,84.4,"444.2","","","93","","","",54,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10269",21,65318,6024194,0,2013,6,"C",0,289,289,258,3,8,64,56,87.5,"427.4","","","84","","","",56,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10270",21,65318,6024194,0,2013,6,"C",0,289,289,258,3,7,64,55,85.9,"381.8","","","82","","","",55,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10271",21,65318,6024194,0,2013,6,"C",0,289,289,258,4,7,85,77,90.6,"412.4","","","91","","","",77,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10272",21,65318,6024194,0,2013,6,"C",0,289,289,258,4,8,85,77,90.6,"408.8","","","88","","","",77,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10273",21,65318,6024194,0,2013,6,"C",0,289,289,258,5,32,76,68,89.5,"394.4","","","82","","","",68,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10274",21,65318,6024194,0,2013,6,"C",0,289,289,258,5,8,76,69,90.8,"440.2","","","84","","","",69,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10275",21,65318,6024194,0,2013,6,"C",0,289,289,258,5,7,76,68,89.5,"387.9","","","85","","","",68,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10300",21,65318,6024194,0,2013,31,"C",0,289,289,43,2,7,64,11,17.2,"342.0","","","45","","","",11,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10301",21,65318,6024194,0,2013,31,"C",0,289,289,43,2,8,64,11,17.2,"362.8","","","55","","","",11,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10306",21,65318,6024194,0,2013,31,"C",0,289,289,43,5,7,76,16,21.1,"360.5","","","63","","","",16,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10307",21,65318,6024194,0,2013,31,"C",0,289,289,43,5,8,76,17,22.4,"391.4","","","65","","","",17,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10308",21,65318,6024194,0,2013,31,"C",0,289,289,43,5,32,76,16,21.1,"354.3","","","56","","","",16,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10344",21,65318,6024194,0,2013,78,"C",0,289,289,37,5,32,76,11,14.5,"374.6","","","64","","","",11,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10345",21,65318,6024194,0,2013,78,"C",0,289,289,37,5,8,76,12,15.8,"390.7","","","58","","","",12,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10346",21,65318,6024194,0,2013,78,"C",0,289,289,37,5,7,76,11,14.5,"376.3","","","73","","","",11,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10351",21,65318,6024194,0,2013,80,"C",0,289,289,193,2,8,64,43,67.2,"442.9","","","93","","","",43,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10352",21,65318,6024194,0,2013,80,"C",0,289,289,193,2,7,64,43,67.2,"405.9","","","86","","","",43,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10353",21,65318,6024194,0,2013,80,"C",0,289,289,193,3,7,64,41,64.1,"385.3","","","85","","","",41,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10354",21,65318,6024194,0,2013,80,"C",0,289,289,193,3,8,64,42,65.6,"423.5","","","88","","","",42,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10355",21,65318,6024194,0,2013,80,"C",0,289,289,193,4,7,85,57,67.1,"407.1","","","84","","","",57,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10356",21,65318,6024194,0,2013,80,"C",0,289,289,193,4,8,85,57,67.1,"403.2","","","88","","","",57,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10357",21,65318,6024194,0,2013,80,"C",0,289,289,193,5,32,76,49,64.5,"388.7","","","82","","","",49,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10358",21,65318,6024194,0,2013,80,"C",0,289,289,193,5,8,76,49,64.5,"436.6","","","84","","","",49,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10359",21,65318,6024194,0,2013,80,"C",0,289,289,193,5,7,76,49,64.5,"384.0","","","84","","","",49,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10389",21,65318,6024194,0,2013,92,"C",0,289,289,37,5,32,76,13,17.1,"382.8","","","77","","","",13,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10390",21,65318,6024194,0,2013,92,"C",0,289,289,37,5,8,76,14,18.4,"406.1","","","79","","","",14,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10391",21,65318,6024194,0,2013,92,"C",0,289,289,37,5,7,76,13,17.1,"377.5","","","77","","","",13,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10396",21,65318,6024194,0,2013,93,"C",0,289,289,112,2,8,64,24,37.5,"433.3","","","96","","","",24,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10397",21,65318,6024194,0,2013,93,"C",0,289,289,112,2,7,64,24,37.5,"388.4","","","75","","","",24,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10398",21,65318,6024194,0,2013,93,"C",0,289,289,112,3,7,64,22,34.4,"373.6","","","82","","","",22,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10399",21,65318,6024194,0,2013,93,"C",0,289,289,112,3,8,64,22,34.4,"417.1","","","77","","","",22,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10400",21,65318,6024194,0,2013,93,"C",0,289,289,112,4,8,85,39,45.9,"404.4","","","87","","","",39,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10401",21,65318,6024194,0,2013,93,"C",0,289,289,112,4,7,85,39,45.9,"412.0","","","85","","","",39,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10402",21,65318,6024194,0,2013,93,"C",0,289,289,112,5,7,76,27,35.5,"380.6","","","81","","","",27,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10403",21,65318,6024194,0,2013,93,"C",0,289,289,112,5,8,76,27,35.5,"438.9","","","81","","","",27,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10404",21,65318,6024194,0,2013,93,"C",0,289,289,112,5,32,76,27,35.5,"381.1","","","81","","","",27,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10405",21,65318,6024194,0,2013,94,"C",0,289,289,119,2,7,64,27,42.2,"404.1","","","85","","","",27,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10406",21,65318,6024194,0,2013,94,"C",0,289,289,119,2,8,64,27,42.2,"442.6","","","96","","","",27,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10407",21,65318,6024194,0,2013,94,"C",0,289,289,119,3,7,64,31,48.4,"381.6","","","74","","","",31,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10408",21,65318,6024194,0,2013,94,"C",0,289,289,119,3,8,64,32,50,"422.9","","","81","","","",32,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10409",21,65318,6024194,0,2013,94,"C",0,289,289,119,4,7,85,32,37.6,"414.2","","","91","","","",32,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10410",21,65318,6024194,0,2013,94,"C",0,289,289,119,4,8,85,32,37.6,"419.1","","","94","","","",32,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10411",21,65318,6024194,0,2013,94,"C",0,289,289,119,5,8,76,27,35.5,"471.9","","","89","","","",27,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10412",21,65318,6024194,0,2013,94,"C",0,289,289,119,5,32,76,27,35.5,"405.3","","","81","","","",27,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10413",21,65318,6024194,0,2013,94,"C",0,289,289,119,5,7,76,27,35.5,"396.4","","","89","","","",27,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10417",21,65318,6024194,0,2013,99,"C",0,289,289,250,2,8,64,57,89.1,"434.3","","","89","","","",57,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10418",21,65318,6024194,0,2013,99,"C",0,289,289,250,2,7,64,57,89.1,"397.1","","","81","","","",57,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10419",21,65318,6024194,0,2013,99,"C",0,289,289,250,3,7,64,54,84.4,"378.1","","","81","","","",54,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10420",21,65318,6024194,0,2013,99,"C",0,289,289,250,3,8,64,54,84.4,"431.2","","","83","","","",54,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10421",21,65318,6024194,0,2013,99,"C",0,289,289,250,4,7,85,72,84.7,"414.8","","","92","","","",72,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10422",21,65318,6024194,0,2013,99,"C",0,289,289,250,4,8,85,72,84.7,"412.2","","","89","","","",72,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10423",21,65318,6024194,0,2013,99,"C",0,289,289,250,5,8,76,67,88.2,"445.7","","","82","","","",67,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10424",21,65318,6024194,0,2013,99,"C",0,289,289,250,5,32,76,67,88.2,"388.0","","","76","","","",67,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10425",21,65318,6024194,0,2013,99,"C",0,289,289,250,5,7,76,67,88.2,"382.5","","","79","","","",67,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10428",21,65318,6024194,0,2013,111,"C",0,289,289,246,2,7,64,53,82.8,"400.3","","","81","","","",53,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10429",21,65318,6024194,0,2013,111,"C",0,289,289,246,2,8,64,53,82.8,"442.7","","","92","","","",53,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10430",21,65318,6024194,0,2013,111,"C",0,289,289,246,3,7,64,55,85.9,"379.7","","","80","","","",55,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10431",21,65318,6024194,0,2013,111,"C",0,289,289,246,3,8,64,56,87.5,"427.5","","","82","","","",56,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10432",21,65318,6024194,0,2013,111,"C",0,289,289,246,4,8,85,76,89.4,"406.5","","","86","","","",76,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10433",21,65318,6024194,0,2013,111,"C",0,289,289,246,4,7,85,76,89.4,"408.2","","","87","","","",76,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10434",21,65318,6024194,0,2013,111,"C",0,289,289,246,5,7,76,59,77.6,"387.5","","","85","","","",59,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10435",21,65318,6024194,0,2013,111,"C",0,289,289,246,5,8,76,59,77.6,"451.4","","","85","","","",59,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10436",21,65318,6024194,0,2013,111,"C",0,289,289,246,5,32,76,59,77.6,"394.5","","","81","","","",59,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10456",21,65318,6024194,0,2013,128,"C",0,289,289,39,4,7,85,11,12.9,"345.8","","","45","","","",11,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10457",21,65318,6024194,0,2013,128,"C",0,289,289,39,4,8,85,11,12.9,"343.8","","","64","","","",11,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10515",21,65318,6024194,0,2013,180,"C",0,289,289,238,2,8,64,53,82.8,"444.3","","","92","","","",53,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10516",21,65318,6024194,0,2013,180,"C",0,289,289,238,2,7,64,53,82.8,"401.8","","","83","","","",53,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10517",21,65318,6024194,0,2013,180,"C",0,289,289,238,3,7,64,51,79.7,"382.2","","","82","","","",51,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10518",21,65318,6024194,0,2013,180,"C",0,289,289,238,3,8,64,52,81.3,"423.0","","","83","","","",52,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10519",21,65318,6024194,0,2013,180,"C",0,289,289,238,4,7,85,71,83.5,"412.6","","","90","","","",71,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10520",21,65318,6024194,0,2013,180,"C",0,289,289,238,4,8,85,71,83.5,"407.8","","","87","","","",71,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10521",21,65318,6024194,0,2013,180,"C",0,289,289,238,5,8,76,60,78.9,"432.9","","","82","","","",60,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10522",21,65318,6024194,0,2013,180,"C",0,289,289,238,5,32,76,59,77.6,"389.0","","","80","","","",59,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10523",21,65318,6024194,0,2013,180,"C",0,289,289,238,5,7,76,59,77.6,"385.0","","","83","","","",59,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10598",21,65318,6024194,0,2013,226,"C",0,289,289,177,2,7,64,38,59.4,"414.1","","","92","","","",38,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10599",21,65318,6024194,0,2013,226,"C",0,289,289,177,2,8,64,38,59.4,"453.9","","","97","","","",38,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10600",21,65318,6024194,0,2013,226,"C",0,289,289,177,3,7,64,39,60.9,"384.8","","","85","","","",39,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10601",21,65318,6024194,0,2013,226,"C",0,289,289,177,3,8,64,40,62.5,"424.6","","","88","","","",40,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10602",21,65318,6024194,0,2013,226,"C",0,289,289,177,4,7,85,55,64.7,"407.9","","","85","","","",55,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10603",21,65318,6024194,0,2013,226,"C",0,289,289,177,4,8,85,55,64.7,"403.8","","","87","","","",55,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10604",21,65318,6024194,0,2013,226,"C",0,289,289,177,5,8,76,42,55.3,"438.1","","","83","","","",42,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10605",21,65318,6024194,0,2013,226,"C",0,289,289,177,5,32,76,42,55.3,"392.1","","","83","","","",42,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10606",21,65318,6024194,0,2013,226,"C",0,289,289,177,5,7,76,42,55.3,"386.2","","","86","","","",42,"Silveira (Mary E.) Elementary","Dixie Elementary","Marin",94903
"10619",21,65318,6024202,0,2013,1,"C",0,604,604,604,6,7,190,179,94.2,"393.7","47","37","84","13","2","1",179,"Miller Creek Middle","Dixie Elementary","Marin",94903
"10620",21,65318,6024202,0,2013,1,"C",0,604,604,604,6,8,190,177,93.2,"391.0","37","36","73","16","10","1",177,"Miller Creek Middle","Dixie Elementary","Marin",94903
"10621",21,65318,6024202,0,2013,1,"C",0,604,604,604,7,8,192,148,77.1,"375.7","19","51","70","27","3","0",148,"Miller Creek Middle","Dixie Elementary","Marin",94903
